670615,aaff08e7bcc08aa574ac9aa1cf7ef6b8836d591597344b8fc8dd4d92bafd3d57
670614,87364f918c3143edd9e77da9d050e724afb0012664ea18bbd0d14c5b1cfea679
670613,d6f96e60cb2aa238907ef558d0d618543b784c384059f8e9425a0346c11e3a6a
670612,f1e00716b86926719fce7306f27aaa702845457c8b478aba05bc2ec6bcf5888a
670611,3bdb8f80b655cc4830005e634192f21850d93201d887176a908d3c0b3ddc2474
670610,6f3190312ac2eb89784f32062aacd298bdfc112b02d415f26b6eb7fb214402b3
670609,278cd9c1ebb53aaf3e11e313587e8a6d8536d7c930af1e9a63bf1a6a457888be
670608,b5ae7837d7de2b6204a3ee77a1d4d03079e0428b19c5e585c718a0979c740c36
670607,90cbd7a33d66b0aeade32496d5a5ecafddcabd610323d2d9f7177c37539888bd
670606,12397c9c0bdce4d44a62a55f74127275e51be8b1207ef2c24c6fa8547c7473f2
670605,01bbc3fe312adb597fc09dbcf4d43234703b12000e3234140479f1b444e721ef
670604,7a356b8236621ee8fac66ae9237e7f15128e2f640e241e0d3af691e69ea52c4f
670603,f08d22b49bf58397fd9da69bac9e4565d11465948d506195a4719c2ee4cc6231
670602,fd6a645f6eb44357c5d2909316dd76f77a50d93d90b7782f8c7e4c6878e74153
670601,3ecf348ce5285b715c9b60bf78602d67cfb03805525d54e769899c2a5119f7ad
670600,a0ac6ecc6528b3cbba145adad880f0d99ae3e34712e9b352b15e58286d453b39
670599,ea9121e7c339df4af1a177ee25f67c3dfce8b65cb96384685e1cdb977352ba2b
670598,5606af47366c63abf4065bd9842707b105ebef2e70d04a77b467f61ed0f3758b
670597,b1e664d9cbe431859fe8c3343ae21295cbd4c9412de94bda7681eae0d7e7af10
